"dsmodel","n","nopt","p","q","optimizer","objective","elapsed","neval"
"Gasoline:1+U+(1|G)",32,1,2,"10","optimx:nlminb",170.66251956442477,0.106,21
"Gasoline:1+U+(1|G)",32,1,2,"10","optimx:spg",170.66251956442483,0.193,NA
"Gasoline:1+U+(1|G)",32,1,2,"10","optimx:bobyqa",170.6625195644247,0.107,NA
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","LN_BOBYQA",7926.675432391416,0.332701729,438
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","LN_COBYLA",7926.675429896777,8.165170579,11140
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","LN_SBPLX",7927.497387083771,1.640513766,2376
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","bobyqa",7926.748452163424,1.232,859
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","NLOPT_LN_BOBYQA",7926.675448675855,0.564,405
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","NLOPT_LN_COBYLA",7927.5709318935205,1.379,975
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","NLOPT_LN_SBPLX",7927.497617429247,2.006,1547
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","optimx:L-BFGS-B",7926.675442086696,4.255,62
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","optimx:nlminb",7926.675430083887,8.454,4461
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","optimx:spg",7926.675429901882,6.377,NA
"gb12:1+S+T+U+V+W+X+Z+((1+S+U+W)|G)+((1+S+T+V)|H)",512,20,8,"128:64","optimx:bobyqa",7926.748452163424,3.477,NA
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","LN_BOBYQA",7980.033438756537,0.061411003,190
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","LN_COBYLA",7980.033438584468,0.422983283,1415
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","LN_SBPLX",7980.033438582639,0.124598474,415
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","bobyqa",7980.0334385822625,0.4,271
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","NLOPT_LN_BOBYQA",7980.033507982398,0.234,145
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","NLOPT_LN_COBYLA",7980.033462529644,0.745,539
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","NLOPT_LN_SBPLX",7980.033442890084,0.418,280
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","optimx:L-BFGS-B",7980.033469143635,1.055,42
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","optimx:nlminb",7980.033438886043,1.668,793
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","optimx:spg",7980.033438582264,1.241,NA
"gb12:1+S+T+U+V+W+(1|G)+((0+S)|G)+((0+U)|G)+((0+W)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+V)|H)",512,8,6,"32:32:32:32:16:16:16:16","optimx:bobyqa",7980.0334385822625,0.926,NA
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","LN_BOBYQA",478.4052104154433,0.000645898,30
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","LN_COBYLA",478.4052104154273,0.001020803,89
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","LN_NELDERMEAD",478.40521042028854,0.000829265,67
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","LN_SBPLX",478.4052104158561,0.001065515,100
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","bobyqa",478.40521041513085,0.022,39
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","Nelder_Mead",478.4052104151693,0.031,101
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","NLOPT_LN_BOBYQA",478.4052104177472,0.024,29
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","NLOPT_LN_COBYLA",478.4052104250625,0.025,55
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","NLOPT_LN_NELDERMEAD",478.4052106749312,0.025,53
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","NLOPT_LN_SBPLX",478.4052106051805,0.026,69
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","optimx:L-BFGS-B",478.4052104162702,0.114,18
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","optimx:nlminb",478.40521041513125,0.113,29
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","optimx:spg",478.4052104151311,0.203,NA
"Genetics:1+A+(1|G)+(1|H)",60,2,5,"12:4","optimx:bobyqa",478.40521041513085,0.116,NA
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","LN_BOBYQA",787.7542476908357,0.002595765,47
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","LN_COBYLA",787.7542477768047,0.003111579,64
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","LN_NELDERMEAD",787.7542476985419,0.004816391,108
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","LN_SBPLX",787.7542477329288,0.006465244,151
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","bobyqa",787.7542476907901,0.024,92
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","Nelder_Mead",787.754247691218,0.035,146
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","NLOPT_LN_BOBYQA",787.754247696681,0.023,43
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","NLOPT_LN_COBYLA",787.7542477624006,0.025,63
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","NLOPT_LN_NELDERMEAD",787.7542478824806,0.027,88
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","NLOPT_LN_SBPLX",787.7542490247055,0.029,123
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","optimx:L-BFGS-B",787.754247691043,0.122,20
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","optimx:nlminb",787.7542476940635,0.135,62
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","optimx:spg",787.7542476907963,0.207,NA
"HR:1+A*U+V+((1+U)|G)",120,3,7,"48","optimx:bobyqa",787.7542476907901,0.121,NA
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","LN_BOBYQA",46331.43240584545,0.001869231,14
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","LN_COBYLA",46331.43240585934,0.002166288,27
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","LN_NELDERMEAD",46331.43240585402,0.002365222,41
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","LN_SBPLX",46331.43240584593,0.002947419,67
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","bobyqa",46331.432405845415,0.063,19
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","Nelder_Mead",46331.43240587049,0.078,36
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","NLOPT_LN_BOBYQA",46331.43240584545,0.06,15
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","NLOPT_LN_COBYLA",46331.43240724745,0.069,24
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","NLOPT_LN_NELDERMEAD",46331.43240608286,0.075,32
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","NLOPT_LN_SBPLX",46331.432405848835,0.089,48
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","optimx:L-BFGS-B",46331.432405850835,0.168,16
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","optimx:nlminb",46331.432405845444,0.165,20
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","optimx:spg",46331.43240584542,0.253,NA
"Hsb82:1+A+B+C+U+(1|G)",7185,1,5,"160","optimx:bobyqa",46331.432405845415,0.166,NA
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","LN_BOBYQA",-119.10816627064243,0.000523546,13
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","LN_COBYLA",-119.10816627040485,0.000590333,27
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","LN_NELDERMEAD",-119.10816626915889,0.000609192,33
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","LN_SBPLX",-119.10816627058351,0.000706698,53
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","bobyqa",-119.10816627064243,0.018,18
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","Nelder_Mead",-119.10816627062894,0.022,41
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","NLOPT_LN_BOBYQA",-119.10816627064239,0.02,14
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","NLOPT_LN_COBYLA",-119.10816626122737,0.02,20
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","NLOPT_LN_NELDERMEAD",-119.10816283975728,0.02,23
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","NLOPT_LN_SBPLX",-119.10816283975728,0.021,32
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","optimx:L-BFGS-B",-119.10816627064068,0.107,12
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","optimx:nlminb",-119.1081662706424,0.107,16
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","optimx:spg",-118.55090905848706,0.372,NA
"IncBlk:1+A+U+V+W+Z+(1|G)",24,1,8,"12","optimx:bobyqa",-119.10816627064243,0.108,NA
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","LN_BOBYQA",237585.55341516956,1.214463603,48
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","LN_COBYLA",237585.5534152189,1.75818926,71
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","LN_NELDERMEAD",237585.55341523976,2.162504828,89
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","LN_SBPLX",237585.55341517748,3.249965474,136
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","bobyqa",237585.5534151683,5.701,26
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","Nelder_Mead",237585.5534157871,12.785,77
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","NLOPT_LN_BOBYQA",237585.55341517008,6.239,31
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","NLOPT_LN_COBYLA",237585.55342274392,6.908,37
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","NLOPT_LN_NELDERMEAD",237585.55341563708,11.396,67
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","NLOPT_LN_SBPLX",237585.5534153352,18.341,114
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","optimx:L-BFGS-B",237585.55341549122,14.496,18
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","optimx:nlminb",237585.55341521156,14.375,43
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","optimx:spg",237585.55341516828,23.201,NA
"InstEval:1+I*A+(1|G)+(1|H)",73421,2,28,"2972:1128","optimx:bobyqa",237585.5534151683,11.977,NA
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","LN_BOBYQA",237721.76877451385,2.274995858,104
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","LN_COBYLA",237721.76877467352,33.962523804,1585
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","LN_NELDERMEAD",237721.76877459715,4.62194423,216
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","LN_SBPLX",237721.76877450282,4.155346443,194
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","bobyqa",237721.7687744952,8.634,63
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","Nelder_Mead",237721.7687747338,15.527,123
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","NLOPT_LN_BOBYQA",237721.76877588863,10.562,79
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","NLOPT_LN_COBYLA",237721.7704752773,23.358,186
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","NLOPT_LN_NELDERMEAD",237721.7687751024,15.138,116
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","NLOPT_LN_SBPLX",237721.76877449852,19.783,157
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","optimx:L-BFGS-B",237721.76878107266,22.036,26
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","optimx:nlminb",237721.76877682225,27.712,129
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","optimx:spg",237721.76877449692,25.027,NA
"InstEval:1+A+(1|G)+(1|H)+(1|I)",73421,3,2,"2972:1128:14","optimx:bobyqa",237721.7687744952,19.485,NA
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","LN_BOBYQA",28586.341621161664,16.045582265,1949
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","LN_COBYLA",28586.341338002185,1127.007904242,129098
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","LN_SBPLX",28591.281207077864,135.8195995,16903
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","bobyqa",28586.317613200714,318.717,15265
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","NLOPT_LN_BOBYQA",28586.348201713845,32.673,1535
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","NLOPT_LN_COBYLA",28586.320496452074,513.199,24585
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","NLOPT_LN_SBPLX",28591.281218322812,421.246,8851
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","optimx:L-BFGS-B",28586.317776241674,174.617,6
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","optimx:nlminb",28586.317992963635,431.309,20108
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","optimx:spg",28586.389583843116,130.093,NA
"kb07:1+S+T+U+V+W+X+Z+((1+S+T+U+V+W+X+Z)|G)+((1+S+T+U+V+W+X+Z)|H)",1790,72,8,"448:256","optimx:bobyqa",28586.317613200714,323.417,NA
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","LN_BOBYQA",28670.91332020997,1.590655745,308
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","LN_COBYLA",28670.913319615072,4.332667623,839
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","LN_SBPLX",28670.913319619634,4.443681957,888
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","bobyqa",28670.913319613646,9.945,461
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","NLOPT_LN_BOBYQA",28670.913353590087,5.721,257
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","NLOPT_LN_COBYLA",28670.913325734586,14.52,704
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","NLOPT_LN_SBPLX",28670.91331961964,18.348,888
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","optimx:L-BFGS-B",28670.91332041285,38.923,40
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","optimx:nlminb",28670.913319622345,41.279,751
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","optimx:spg",28670.913319613504,49.717,NA
"kb07:1+S+T+U+V+W+X+Z+(1|G)+((0+S)|G)+((0+T)|G)+((0+U)|G)+((0+V)|G)+((0+W)|G)+((0+X)|G)+((0+Z)|G)+(1|H)+((0+S)|H)+((0+T)|H)+((0+U)|H)+((0+V)|H)+((0+W)|H)+((0+X)|H)+((0+Z)|H)",1790,16,8,"56:56:56:56:56:56:56:56:32:32:32:32:32:32:32:32","optimx:bobyqa",28670.913319613646,35.091,NA
"Mississippi:1+A+(1|G)",37,1,3,"6","LN_BOBYQA",246.57361397156444,0.000528114,14
"Mississippi:1+A+(1|G)",37,1,3,"6","LN_COBYLA",246.57361397214436,0.000569248,28
"Mississippi:1+A+(1|G)",37,1,3,"6","LN_NELDERMEAD",246.57361398012452,0.000579179,33
"Mississippi:1+A+(1|G)",37,1,3,"6","LN_SBPLX",246.57361397156504,0.000539923,53
"Mississippi:1+A+(1|G)",37,1,3,"6","bobyqa",246.57361397156447,0.017,19
"Mississippi:1+A+(1|G)",37,1,3,"6","Nelder_Mead",246.61633723826176,0.019,12
"Mississippi:1+A+(1|G)",37,1,3,"6","NLOPT_LN_BOBYQA",246.5736139715688,0.019,10
"Mississippi:1+A+(1|G)",37,1,3,"6","NLOPT_LN_COBYLA",246.57363536837698,0.02,12
"Mississippi:1+A+(1|G)",37,1,3,"6","NLOPT_LN_NELDERMEAD",246.5736145842416,0.02,27
"Mississippi:1+A+(1|G)",37,1,3,"6","NLOPT_LN_SBPLX",246.57361398562094,0.02,40
"Mississippi:1+A+(1|G)",37,1,3,"6","optimx:L-BFGS-B",246.5736139715647,0.116,14
"Mississippi:1+A+(1|G)",37,1,3,"6","optimx:nlminb",246.57361397156455,0.115,15
"Mississippi:1+A+(1|G)",37,1,3,"6","optimx:spg",247.50832765793183,0.358,NA
"Mississippi:1+A+(1|G)",37,1,3,"6","optimx:bobyqa",246.57361397156447,0.103,NA
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","LN_BOBYQA",725.9676890888937,0.006214745,189
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","LN_COBYLA",725.9676896560721,0.01535659,498
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","LN_NELDERMEAD",725.9676890728496,0.00408369,128
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","LN_SBPLX",725.9676890729161,0.011839354,393
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","bobyqa",725.9676890941284,0.047,351
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","Nelder_Mead",725.9676890941867,0.066,223
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","NLOPT_LN_BOBYQA",725.967689249038,0.03,147
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","NLOPT_LN_COBYLA",725.967691676716,0.058,464
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","NLOPT_LN_NELDERMEAD",725.9676899610549,0.027,99
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","NLOPT_LN_SBPLX",725.9676897347149,0.033,171
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","optimx:L-BFGS-B",725.9676890941446,0.118,32
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","optimx:nlminb",725.9676890941325,0.116,104
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","optimx:spg",725.9676890954661,0.216,NA
"Oxboys:1+U+((1+U)|G)",234,3,2,"52","optimx:bobyqa",725.9676890941284,0.138,NA
"PBIB:1+A+(1|G)",60,1,15,"15","LN_BOBYQA",22.57057795061165,0.000510897,18
"PBIB:1+A+(1|G)",60,1,15,"15","LN_COBYLA",22.57057795085381,0.000552341,27
"PBIB:1+A+(1|G)",60,1,15,"15","LN_NELDERMEAD",22.570577952027865,0.000572884,32
"PBIB:1+A+(1|G)",60,1,15,"15","LN_SBPLX",22.570577952027865,0.000721222,50
"PBIB:1+A+(1|G)",60,1,15,"15","bobyqa",22.570577950610833,0.016,14
"PBIB:1+A+(1|G)",60,1,15,"15","Nelder_Mead",22.570577950720665,0.021,36
"PBIB:1+A+(1|G)",60,1,15,"15","NLOPT_LN_BOBYQA",22.57057795061442,0.019,14
"PBIB:1+A+(1|G)",60,1,15,"15","NLOPT_LN_COBYLA",22.570577985950102,0.019,21
"PBIB:1+A+(1|G)",60,1,15,"15","NLOPT_LN_NELDERMEAD",22.570577985950102,0.019,26
"PBIB:1+A+(1|G)",60,1,15,"15","NLOPT_LN_SBPLX",22.570577985950102,0.02,41
"PBIB:1+A+(1|G)",60,1,15,"15","optimx:L-BFGS-B",22.570577950612876,0.104,16
"PBIB:1+A+(1|G)",60,1,15,"15","optimx:nlminb",22.57057795061086,0.104,15
"PBIB:1+A+(1|G)",60,1,15,"15","optimx:spg",22.57057795061174,0.187,NA
"PBIB:1+A+(1|G)",60,1,15,"15","optimx:bobyqa",22.570577950610833,0.104,NA
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","LN_BOBYQA",247.99446586289463,0.000665742,35
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","LN_COBYLA",247.99446586391946,0.000707019,42
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","LN_NELDERMEAD",247.994465864037,0.000863453,67
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","LN_SBPLX",247.99446586829214,0.001073868,91
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","bobyqa",247.994465862425,0.023,79
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","Nelder_Mead",247.99446586243576,0.031,119
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","NLOPT_LN_BOBYQA",247.99446586410357,0.023,34
