"dsmodel","n","nopt","p","q","optimizer","objective","elapsed","neval"
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","NLOPT_LN_COBYLA",247.99446710082168,0.024,33
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","NLOPT_LN_NELDERMEAD",247.9944659849911,0.025,53
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","NLOPT_LN_SBPLX",247.99446599342318,0.026,77
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","optimx:L-BFGS-B",247.9944658627943,0.111,20
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","optimx:nlminb",247.99446586242692,0.109,41
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","optimx:spg",247.994465862425,0.193,NA
"Pastes:1+(1|G)+(1|H)",60,2,1,"30:10","optimx:bobyqa",247.994465862425,0.111,NA
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","LN_BOBYQA",332.1883486724448,0.00084467,44
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","LN_COBYLA",332.18834867312023,0.001226669,86
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","LN_NELDERMEAD",332.1883486726351,0.00107246,74
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","LN_SBPLX",332.1883486689988,0.00143913,111
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","bobyqa",332.18834866850085,0.025,69
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","Nelder_Mead",332.1883486685381,0.031,97
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","NLOPT_LN_BOBYQA",332.188353156272,0.023,27
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","NLOPT_LN_COBYLA",332.1883491261452,0.025,41
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","NLOPT_LN_NELDERMEAD",332.18834959746704,0.025,54
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","NLOPT_LN_SBPLX",332.18834867532996,0.029,103
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","optimx:L-BFGS-B",332.18834866920525,0.112,18
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","optimx:nlminb",332.18834866850057,0.11,35
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","optimx:spg",332.1883486685015,0.199,NA
"Penicillin:1+(1|G)+(1|H)",144,2,1,"24:6","optimx:bobyqa",332.18834866850085,0.114,NA
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","LN_BOBYQA",178093.47094319106,1.184233969,46
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","LN_COBYLA",178093.4709436092,3.492303962,142
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","LN_NELDERMEAD",178093.47094332278,1.971080661,79
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","LN_SBPLX",178093.47094327744,2.974563615,120
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","bobyqa",178093.47094337957,36.895,110
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","Nelder_Mead",178093.47094337578,57.987,187
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","NLOPT_LN_BOBYQA",178093.47094356708,24.181,70
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","NLOPT_LN_COBYLA",178093.47151667945,27.504,81
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","NLOPT_LN_NELDERMEAD",178093.470943608,68.673,88
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","NLOPT_LN_SBPLX",178093.4709433804,63.733,201
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","optimx:L-BFGS-B",178093.47094364776,43.693,18
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","optimx:nlminb",178093.4709433837,57.947,107
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","optimx:spg",178093.47094340765,69.835,NA
"Poems:1+U+V+(1|G)+(1|H)+(1|H)",275996,2,3,"2315:326","optimx:bobyqa",178093.47094337957,59.178,NA
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","LN_BOBYQA",22373.106635861892,0.026816062,139
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","LN_COBYLA",22373.10663600167,3.881765348,21490
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","LN_NELDERMEAD",22373.10663583289,0.028436985,149
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","LN_SBPLX",22373.106635838347,0.09824992,516
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","bobyqa",22373.106635830118,0.311,430
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","Nelder_Mead",22373.106635836484,0.282,365
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","NLOPT_LN_BOBYQA",22373.106639039357,0.119,132
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","NLOPT_LN_COBYLA",22373.11092273678,0.068,58
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","NLOPT_LN_NELDERMEAD",22373.106636426524,0.111,123
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","NLOPT_LN_SBPLX",22373.1066410013,0.305,418
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","optimx:L-BFGS-B",22373.106708584717,0.408,104
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","optimx:nlminb",22373.106635827146,0.256,134
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","optimx:spg",22373.106635904456,1.473,NA
"SIMS:1+U+((1+U)|G)",3691,3,2,"380","optimx:bobyqa",22373.106635830118,0.456,NA
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","LN_BOBYQA",14773.22149116048,0.00277135,43
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","LN_COBYLA",14773.221491161705,0.005314864,111
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","LN_NELDERMEAD",14773.261636264371,0.003581206,68
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","LN_SBPLX",14773.221491167733,0.005423813,115
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","bobyqa",14773.22149116049,0.066,41
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","Nelder_Mead",14773.221491172668,0.108,96
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","NLOPT_LN_BOBYQA",14773.221493410701,0.061,31
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","NLOPT_LN_COBYLA",14773.221492268083,0.092,74
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","NLOPT_LN_NELDERMEAD",14773.221491592802,0.086,66
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","NLOPT_LN_SBPLX",14773.221491168122,0.107,97
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","optimx:L-BFGS-B",14773.221491205308,0.196,22
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","optimx:nlminb",14773.221491162123,0.197,56
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","optimx:spg",14773.221491160486,0.28,NA
"ScotsSec:1+A+U+V+(1|G)+(1|H)",3435,2,4,"148:19","optimx:bobyqa",14773.22149116049,0.189,NA
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","LN_BOBYQA",456.86394387174437,0.000882623,56
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","LN_COBYLA",456.8639439980079,0.000720322,43
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","LN_NELDERMEAD",456.8639438626759,0.001437613,143
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","LN_SBPLX",456.8639438704972,0.001409287,140
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","bobyqa",456.8639438729418,0.022,55
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","Nelder_Mead",456.8639438730428,0.03,111
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","NLOPT_LN_BOBYQA",456.8639438730593,0.024,30
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","NLOPT_LN_COBYLA",456.86394387783855,0.024,47
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","NLOPT_LN_NELDERMEAD",456.8639446542203,0.025,54
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","NLOPT_LN_SBPLX",456.8639438822622,0.027,86
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","optimx:L-BFGS-B",456.8639438763546,0.114,16
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","optimx:nlminb",456.86394387294513,0.114,39
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","optimx:spg",456.86394387294234,0.202,NA
"Semi2:1+A+(1|G)+(1|H)",72,2,2,"24:8","optimx:bobyqa",456.8639438729418,0.116,NA
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","LN_BOBYQA",30.146722436337047,0.000525828,13
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","LN_COBYLA",30.14672243665721,0.000595953,25
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","LN_NELDERMEAD",30.146722439595557,0.000633093,32
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","LN_SBPLX",30.146722439595557,0.000759281,50
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","bobyqa",30.146722436349368,0.016,17
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","Nelder_Mead",30.146722436494233,0.021,37
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","NLOPT_LN_BOBYQA",30.14672243634939,0.019,18
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","NLOPT_LN_COBYLA",30.14672243676685,0.02,24
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","NLOPT_LN_NELDERMEAD",30.14672492370967,0.02,24
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","NLOPT_LN_SBPLX",30.14672492370967,0.02,30
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","optimx:L-BFGS-B",30.146722436351702,0.107,16
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","optimx:nlminb",30.14672243635269,0.108,16
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","optimx:spg",30.14672243634941,0.195,NA
"Semiconductor:1+A*B+(1|G)",48,1,16,"12","optimx:bobyqa",30.146722436349368,0.108,NA
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","LN_BOBYQA",567.1627611890556,0.000620356,16
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","LN_COBYLA",567.1627611898965,0.000616641,24
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","LN_NELDERMEAD",567.1627611982872,0.000629247,30
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","LN_SBPLX",567.1627611891001,0.000794662,50
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","bobyqa",567.1627611890523,0.018,15
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","Nelder_Mead",567.1627611892152,0.021,36
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","NLOPT_LN_BOBYQA",567.1627611890586,0.021,19
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","NLOPT_LN_COBYLA",567.1627611895233,0.02,21
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","NLOPT_LN_NELDERMEAD",567.1627611895233,0.021,26
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","NLOPT_LN_SBPLX",567.1627611895233,0.021,41
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","optimx:L-BFGS-B",567.1627611890565,0.109,14
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","optimx:nlminb",567.1627611890523,0.109,17
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","optimx:spg",567.1627611890523,0.195,NA
"TeachingII:1+A+T+U+V+W+X+Z+(1|G)",96,1,12,"12","optimx:bobyqa",567.1627611890523,0.11,NA
"WWheat:1+U+((1+U)|G)",60,3,2,"20","LN_BOBYQA",182.05557650065464,0.002478133,133
"WWheat:1+U+((1+U)|G)",60,3,2,"20","LN_COBYLA",182.05558866616482,1.388665267,99358
"WWheat:1+U+((1+U)|G)",60,3,2,"20","LN_NELDERMEAD",182.05557639265234,0.003326517,213
"WWheat:1+U+((1+U)|G)",60,3,2,"20","LN_SBPLX",182.05557639311547,0.005508409,381
"WWheat:1+U+((1+U)|G)",60,3,2,"20","bobyqa",182.0555763881581,0.074,1106
"WWheat:1+U+((1+U)|G)",60,3,2,"20","Nelder_Mead",182.05557638814474,0.036,232
"WWheat:1+U+((1+U)|G)",60,3,2,"20","NLOPT_LN_BOBYQA",182.05557849988423,0.024,121
"WWheat:1+U+((1+U)|G)",60,3,2,"20","NLOPT_LN_COBYLA",182.24873092585642,1.361,26230
"WWheat:1+U+((1+U)|G)",60,3,2,"20","NLOPT_LN_NELDERMEAD",182.05557692972775,0.027,188
"WWheat:1+U+((1+U)|G)",60,3,2,"20","NLOPT_LN_SBPLX",182.05557647289555,0.035,334
"WWheat:1+U+((1+U)|G)",60,3,2,"20","optimx:L-BFGS-B",182.05557651549253,0.12,60
"WWheat:1+U+((1+U)|G)",60,3,2,"20","optimx:nlminb",182.0555763881482,0.114,123
"WWheat:1+U+((1+U)|G)",60,3,2,"20","optimx:spg",182.05557746600425,0.891,NA
"WWheat:1+U+((1+U)|G)",60,3,2,"20","optimx:bobyqa",182.0555763881581,0.18,NA
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","LN_BOBYQA",1313.3536155191632,0.01002137,116
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","LN_COBYLA",1313.3536205191904,0.261181776,3207
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","LN_NELDERMEAD",1313.3536154643891,0.013491844,162
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","LN_SBPLX",1313.3536154723831,0.027609378,334
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","bobyqa",1313.3536154631909,0.054,249
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","Nelder_Mead",1313.3536154633143,0.072,292
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","NLOPT_LN_BOBYQA",1313.353629805636,0.034,99
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","NLOPT_LN_COBYLA",1313.3554172436836,0.255,1591
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","NLOPT_LN_NELDERMEAD",1313.3536155856693,0.039,136
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","NLOPT_LN_SBPLX",1313.3536156927298,0.05,206
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","optimx:L-BFGS-B",1313.3536154738927,0.142,46
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","optimx:nlminb",1313.353615463208,0.139,138
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","optimx:spg",1313.3536154666963,0.328,NA
"Weights:1+A*U+((1+U)|G)",399,3,6,"114","optimx:bobyqa",1313.3536154631909,0.156,NA
"cake:1+A+B+(1|G)",270,1,8,"45","LN_BOBYQA",1689.5822483176835,0.000640367,22
"cake:1+A+B+(1|G)",270,1,8,"45","LN_COBYLA",1689.5822483194336,0.000677067,28
"cake:1+A+B+(1|G)",270,1,8,"45","LN_NELDERMEAD",1689.5822483194336,0.000719178,34
"cake:1+A+B+(1|G)",270,1,8,"45","LN_SBPLX",1689.5822483177508,0.000934254,57
"cake:1+A+B+(1|G)",270,1,8,"45","bobyqa",1689.5822483176598,0.018,17
"cake:1+A+B+(1|G)",270,1,8,"45","Nelder_Mead",1689.5822483179509,0.022,29
"cake:1+A+B+(1|G)",270,1,8,"45","NLOPT_LN_BOBYQA",1689.5822483176598,0.021,12
"cake:1+A+B+(1|G)",270,1,8,"45","NLOPT_LN_COBYLA",1689.582248772843,0.021,21
"cake:1+A+B+(1|G)",270,1,8,"45","NLOPT_LN_NELDERMEAD",1689.5822483291947,0.022,28
"cake:1+A+B+(1|G)",270,1,8,"45","NLOPT_LN_SBPLX",1689.5822483291947,0.023,39
"cake:1+A+B+(1|G)",270,1,8,"45","optimx:L-BFGS-B",1689.5822483176694,0.111,12
"cake:1+A+B+(1|G)",270,1,8,"45","optimx:nlminb",1689.58224831766,0.111,15
"cake:1+A+B+(1|G)",270,1,8,"45","optimx:spg",1689.5822483176598,0.199,NA
"cake:1+A+B+(1|G)",270,1,8,"45","optimx:bobyqa",1689.5822483176598,0.111,NA
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","LN_BOBYQA",16732.496543366644,0.012133464,37
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","LN_COBYLA",16732.496543368652,0.024712374,82
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","LN_NELDERMEAD",16732.496543369452,0.024782729,82
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","LN_SBPLX",16732.49654336716,0.035573847,120
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","bobyqa",16732.496543366684,0.151,45
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","Nelder_Mead",16732.49654337178,0.218,82
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","NLOPT_LN_BOBYQA",16732.49654336684,0.134,35
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","NLOPT_LN_COBYLA",16732.496574762397,0.314,133
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","NLOPT_LN_NELDERMEAD",16732.4965441124,0.179,60
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","NLOPT_LN_SBPLX",16732.496543686375,0.22,82
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","optimx:L-BFGS-B",16732.496543371984,0.319,18
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","optimx:nlminb",16732.496543366895,0.315,41
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","optimx:spg",16732.49654336674,0.431,NA
"egsingle:1+A+U*V+(1|G)+(1|H)",7230,2,5,"1721:60","optimx:bobyqa",16732.496543366684,0.323,NA
"ergoStool:1+A+(1|G)",36,1,4,"9","LN_BOBYQA",122.14443740810734,0.000437319,16
"ergoStool:1+A+(1|G)",36,1,4,"9","LN_COBYLA",122.14443740844172,0.000426819,25
"ergoStool:1+A+(1|G)",36,1,4,"9","LN_NELDERMEAD",122.14443741205326,0.000427946,30
"ergoStool:1+A+(1|G)",36,1,4,"9","LN_SBPLX",122.14443740811924,0.000502118,50
"ergoStool:1+A+(1|G)",36,1,4,"9","bobyqa",122.14443740810633,0.016,19
"ergoStool:1+A+(1|G)",36,1,4,"9","Nelder_Mead",122.14443740811159,0.019,40
"ergoStool:1+A+(1|G)",36,1,4,"9","NLOPT_LN_BOBYQA",122.14443740819306,0.018,11
"ergoStool:1+A+(1|G)",36,1,4,"9","NLOPT_LN_COBYLA",122.14443743419318,0.019,19
"ergoStool:1+A+(1|G)",36,1,4,"9","NLOPT_LN_NELDERMEAD",122.14443773951852,0.018,22
"ergoStool:1+A+(1|G)",36,1,4,"9","NLOPT_LN_SBPLX",122.14443773951852,0.019,30
"ergoStool:1+A+(1|G)",36,1,4,"9","optimx:L-BFGS-B",122.14443740810745,0.107,18
"ergoStool:1+A+(1|G)",36,1,4,"9","optimx:nlminb",122.14443740810637,0.107,19
"ergoStool:1+A+(1|G)",36,1,4,"9","optimx:spg",122.14443740810637,0.195,NA
"ergoStool:1+A+(1|G)",36,1,4,"9","optimx:bobyqa",122.14443740810633,0.108,NA
"ml10m:1+(1|G)+(1|H)",10000054,2,1,"69878:10677","LN_BOBYQA",2.5589475545396283e7,424.364253843,42
"ml10m:1+(1|G)+(1|H)",10000054,2,1,"69878:10677","NLOPT_LN_BOBYQA",2.5589475545396503e7,7141.955,39
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","LN_BOBYQA",2.663972011622002e6,17.386866034,29
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","LN_COBYLA",2.6639720116171436e6,29.035241144,50
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","LN_NELDERMEAD",2.663972011619001e6,45.64428609,80
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","LN_SBPLX",2.663972011617273e6,72.363241759,125
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","bobyqa",2.663972011617021e6,386.048,44
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","Nelder_Mead",2.6639720116172917e6,631.982,78
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","NLOPT_LN_BOBYQA",2.663972011617117e6,386.334,44
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","NLOPT_LN_COBYLA",2.663972011685738e6,372.816,42
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","NLOPT_LN_NELDERMEAD",2.663972011623015e6,505.781,59
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","NLOPT_LN_SBPLX",2.6639720116178608e6,980.48,120
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","optimx:L-BFGS-B",2.6639720116230953e6,720.939,18
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","optimx:nlminb",2.6639720116172787e6,810.397,55
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","optimx:spg",2.6639720116170924e6,2029.253,NA
"ml1m:1+(1|G)+(1|H)",1000209,2,1,"6040:3706","optimx:bobyqa",2.663972011617021e6,727.713,NA
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","LN_BOBYQA",395168.8365316931,0.452532784,395
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","LN_COBYLA",395168.83651372266,1.723396571,1753
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","LN_NELDERMEAD",395168.8365140383,1.217919625,1214
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","LN_SBPLX",395168.83651386097,0.535582605,486
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","bobyqa",395168.8365137066,9.507,342
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","Nelder_Mead",395350.46857706597,36.79,1368
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","NLOPT_LN_BOBYQA",395168.83658840094,10.046,364
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","NLOPT_LN_COBYLA",395168.8446396335,55.109,2162
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","NLOPT_LN_NELDERMEAD",395168.83651440236,31.606,1202
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","NLOPT_LN_SBPLX",395168.83651386143,13.368,486
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","optimx:L-BFGS-B",395168.83667507686,23.704,100
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","optimx:nlminb",395168.8365138066,24.556,694
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","optimx:spg",395168.8365137441,16.036,NA
"mm0:1+A*U+((1+U)|G)+((1+U)|H)",69588,6,4,"120:74","optimx:bobyqa",395168.8365137066,15.741,NA
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","LN_BOBYQA",143232.63408130666,0.007266235,108
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","LN_COBYLA",143232.64252630732,2.352438838,67524
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","LN_NELDERMEAD",143803.98229160527,0.004342992,56
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","LN_SBPLX",143232.63408135416,0.007754251,147
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","bobyqa",143232.63408131758,1.412,481
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","Nelder_Mead",143564.1597162567,0.287,70
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","NLOPT_LN_BOBYQA",143232.63846120684,0.287,68
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","NLOPT_LN_COBYLA",143277.7169537259,0.258,57
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","NLOPT_LN_NELDERMEAD",143803.9822917161,0.368,40
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","NLOPT_LN_SBPLX",143232.63408131397,0.509,147
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","optimx:L-BFGS-B",143232.6582160064,0.775,62
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","optimx:nlminb",143232.6340813262,0.633,100
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","optimx:spg",143232.634081403,9.639,NA
"paulsim:1+S+T+U+(1|G)+(0+S|G)",15419,2,4,"100:100","optimx:bobyqa",143232.63408131758,1.669,NA
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","LN_BOBYQA",143232.63408130567,0.002586719,43
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","LN_COBYLA",143232.6340813498,0.002440882,37
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","LN_NELDERMEAD",143232.6340814206,0.002601181,52
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","LN_SBPLX",143232.6340814206,0.00298456,81
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","bobyqa",143232.63408130564,0.132,41
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","Nelder_Mead",143232.634110673,0.145,49
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","NLOPT_LN_BOBYQA",143232.63431098702,0.127,36
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","NLOPT_LN_COBYLA",143232.65032196985,0.103,21
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","NLOPT_LN_NELDERMEAD",143232.63408203697,0.146,48
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","NLOPT_LN_SBPLX",143232.63408203697,0.187,74
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","optimx:L-BFGS-B",143232.63676940184,0.401,70
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","optimx:nlminb",143232.63408130564,0.282,29
"paulsim:1+S+T+U+(0+S|G)",15419,1,4,"100","optimx:spg",143232.63408130847,0.439,NA
